epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,9333.79,0.23599,0.17878,0.81146,0.9547,0.99651,0.99391,0.91905,0.38832,0.22098,0.80323,0.00012385,0.00012385,0.00012385
179,9389.79,0.2344,0.17859,0.80992,0.96101,0.99934,0.99391,0.92418,0.39297,0.22033,0.80285,0.0001189,0.0001189,0.0001189
180,9443.07,0.22911,0.17485,0.80577,0.95935,0.99853,0.995,0.92489,0.38537,0.22039,0.80201,0.00011395,0.00011395,0.00011395
181,9495.97,0.22736,0.16986,0.80602,0.95069,0.99758,0.99391,0.92157,0.38563,0.21589,0.80325,0.000109,0.000109,0.000109
182,9548.04,0.22922,0.1721,0.80509,0.95105,0.9953,0.99391,0.92051,0.38981,0.21548,0.80436,0.00010405,0.00010405,0.00010405
183,9600.16,0.23408,0.18122,0.8124,0.95171,0.9932,0.99391,0.92007,0.38912,0.22009,0.80408,9.91e-05,9.91e-05,9.91e-05
184,9652.4,0.22917,0.17244,0.81702,0.95011,0.99452,0.99391,0.92293,0.38884,0.22012,0.80291,9.415e-05,9.415e-05,9.415e-05
185,9704.54,0.22787,0.17111,0.81051,0.95268,0.99546,0.99391,0.92163,0.39063,0.21285,0.8023,8.92e-05,8.92e-05,8.92e-05
186,9757.02,0.22675,0.16784,0.8163,0.95262,0.99382,0.99391,0.91747,0.39029,0.21927,0.80297,8.425e-05,8.425e-05,8.425e-05
187,9809.43,0.22752,0.17363,0.81012,0.97639,0.97181,0.99391,0.91435,0.39219,0.21739,0.80344,7.93e-05,7.93e-05,7.93e-05
188,9861.51,0.23306,0.17441,0.81419,0.95628,0.99477,0.99391,0.91344,0.3914,0.21312,0.80329,7.435e-05,7.435e-05,7.435e-05
189,9913.63,0.2245,0.16681,0.80899,0.95412,0.99466,0.99391,0.91406,0.38869,0.21375,0.80271,6.94e-05,6.94e-05,6.94e-05
190,9966,0.22846,0.17156,0.80858,0.95696,0.99414,0.99391,0.92014,0.38877,0.21158,0.8028,6.445e-05,6.445e-05,6.445e-05
191,10018.8,0.19092,0.15542,0.77375,0.95122,0.99789,0.99391,0.91737,0.38836,0.21691,0.8027,5.95e-05,5.95e-05,5.95e-05
192,10071.1,0.19262,0.15143,0.76802,0.95013,0.99635,0.99391,0.91525,0.39303,0.21603,0.80325,5.455e-05,5.455e-05,5.455e-05
193,10123.2,0.1922,0.15192,0.77457,0.95564,0.98809,0.99391,0.91853,0.39038,0.21724,0.80252,4.96e-05,4.96e-05,4.96e-05
194,10175.3,0.19058,0.15432,0.76806,0.94751,0.99788,0.99391,0.92035,0.39146,0.21679,0.80192,4.465e-05,4.465e-05,4.465e-05
195,10227.4,0.18769,0.15087,0.77193,0.95176,0.9908,0.99391,0.91761,0.3901,0.21765,0.80175,3.97e-05,3.97e-05,3.97e-05
196,10279.6,0.18597,0.14841,0.77606,0.94588,0.99839,0.99391,0.91303,0.39062,0.21747,0.80209,3.475e-05,3.475e-05,3.475e-05
197,10331.7,0.18755,0.14927,0.76845,0.94622,0.99533,0.99391,0.91815,0.39388,0.21832,0.80239,2.98e-05,2.98e-05,2.98e-05
198,10383.8,0.18661,0.14988,0.77293,0.94747,0.99816,0.99391,0.91991,0.39276,0.21869,0.8023,2.485e-05,2.485e-05,2.485e-05
199,10435.8,0.19265,0.15115,0.77176,0.94895,0.99498,0.99391,0.91692,0.39104,0.21702,0.80283,1.99e-05,1.99e-05,1.99e-05
200,10487.9,0.1858,0.1487,0.7687,0.94485,0.99928,0.99391,0.91617,0.39107,0.21714,0.80258,1.495e-05,1.495e-05,1.495e-05
