epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2435.26,0.70804,0.45173,0.92426,0.85931,0.91976,0.91625,0.79673,0.58518,0.46395,0.8384,0.00089605,0.00089605,0.00089605
23,2546.02,0.7074,0.45205,0.92419,0.85146,0.89004,0.90981,0.78293,0.62998,0.49031,0.84745,0.0008911,0.0008911,0.0008911
24,2657.03,0.70065,0.44304,0.92285,0.87216,0.87399,0.88905,0.77571,0.56824,0.57548,0.84116,0.00088615,0.00088615,0.00088615
25,2767.87,0.69532,0.44641,0.92181,0.85471,0.92027,0.92123,0.78969,0.62532,0.4943,0.8489,0.0008812,0.0008812,0.0008812
26,2878.82,0.69666,0.43928,0.92968,0.91113,0.88587,0.9165,0.79334,0.60185,0.49215,0.84717,0.00087625,0.00087625,0.00087625
27,2989.57,0.68831,0.43952,0.91976,0.85395,0.86133,0.90351,0.80359,0.54083,0.57899,0.83233,0.0008713,0.0008713,0.0008713
28,3100.54,0.68523,0.43143,0.92116,0.91331,0.85278,0.9119,0.80707,0.5358,0.4854,0.83872,0.00086635,0.00086635,0.00086635
29,3211.49,0.67844,0.42337,0.9128,0.84942,0.85925,0.90395,0.77593,0.61316,0.57853,0.85281,0.0008614,0.0008614,0.0008614
30,3322.3,0.67631,0.41433,0.91491,0.84721,0.84579,0.88797,0.81007,0.49375,0.51799,0.82255,0.00085645,0.00085645,0.00085645
31,3433.28,0.66213,0.40807,0.91027,0.88997,0.85624,0.91113,0.79868,0.59816,0.54058,0.84367,0.0008515,0.0008515,0.0008515
32,3544.28,0.66251,0.41623,0.9164,0.79995,0.92185,0.90235,0.79499,0.52989,0.53392,0.83313,0.00084655,0.00084655,0.00084655
33,3654.98,0.65757,0.40415,0.90705,0.85354,0.91372,0.91355,0.7974,0.56821,0.4775,0.83034,0.0008416,0.0008416,0.0008416
34,3765.88,0.64401,0.39743,0.89847,0.90378,0.8421,0.92306,0.80604,0.59653,0.54599,0.84721,0.00083665,0.00083665,0.00083665
35,3876.64,0.65293,0.40141,0.90728,0.81607,0.90999,0.93082,0.80176,0.64038,0.53458,0.84444,0.0008317,0.0008317,0.0008317
36,3987.46,0.63671,0.38856,0.90089,0.85579,0.88453,0.89371,0.79717,0.53252,0.55063,0.828,0.00082675,0.00082675,0.00082675
37,4098.18,0.64281,0.39668,0.90033,0.85959,0.90749,0.89824,0.7879,0.56026,0.51665,0.83474,0.0008218,0.0008218,0.0008218
38,4209,0.63825,0.38595,0.9027,0.88899,0.87073,0.92514,0.82413,0.55369,0.49097,0.83209,0.00081685,0.00081685,0.00081685
39,4319.7,0.62374,0.38371,0.89027,0.83694,0.87675,0.90456,0.7977,0.56265,0.5444,0.84,0.0008119,0.0008119,0.0008119
40,4430.49,0.62829,0.38348,0.89989,0.82834,0.91473,0.92164,0.82737,0.52988,0.50293,0.8291,0.00080695,0.00080695,0.00080695
41,4541.14,0.62101,0.37768,0.89809,0.85731,0.89615,0.88712,0.77919,0.5754,0.56386,0.84637,0.000802,0.000802,0.000802
42,4651.87,0.61654,0.37259,0.89412,0.89231,0.85274,0.90063,0.79495,0.54907,0.51823,0.83188,0.00079705,0.00079705,0.00079705
43,4762.99,0.61031,0.37296,0.89016,0.88542,0.87527,0.90472,0.79019,0.5745,0.59701,0.84638,0.0007921,0.0007921,0.0007921
44,4874.12,0.60554,0.36923,0.88563,0.91021,0.82821,0.90943,0.7773,0.63319,0.59307,0.84631,0.00078715,0.00078715,0.00078715
45,4984.71,0.61273,0.36928,0.88459,0.83572,0.92607,0.91948,0.82373,0.53594,0.52947,0.83035,0.0007822,0.0007822,0.0007822
46,5095.55,0.60686,0.36009,0.88783,0.83442,0.88121,0.89367,0.79766,0.55629,0.57843,0.83272,0.00077725,0.00077725,0.00077725
47,5206.36,0.60031,0.3606,0.88562,0.84327,0.85848,0.89456,0.78909,0.57742,0.58027,0.84213,0.0007723,0.0007723,0.0007723
48,5317.33,0.59353,0.3613,0.88431,0.80406,0.9156,0.88537,0.77156,0.59421,0.63658,0.86169,0.00076735,0.00076735,0.00076735
49,5428.05,0.60055,0.35507,0.89054,0.87936,0.84685,0.9014,0.80213,0.5338,0.5446,0.83734,0.0007624,0.0007624,0.0007624
50,5539.29,0.58521,0.34962,0.88133,0.85082,0.84621,0.8981,0.80088,0.5298,0.56138,0.83304,0.00075745,0.00075745,0.00075745
51,5650.38,0.59873,0.35172,0.8898,0.81095,0.89915,0.89902,0.79749,0.57307,0.52545,0.84114,0.0007525,0.0007525,0.0007525
52,5761.16,0.57735,0.34966,0.87732,0.87005,0.84313,0.90564,0.81556,0.52181,0.56959,0.82701,0.00074755,0.00074755,0.00074755
53,5872.07,0.58106,0.35185,0.87424,0.86548,0.85297,0.90208,0.79399,0.54682,0.57976,0.83365,0.0007426,0.0007426,0.0007426
54,5982.68,0.577,0.34507,0.87962,0.85139,0.84548,0.87819,0.78361,0.50191,0.66869,0.8204,0.00073765,0.00073765,0.00073765
55,6093.57,0.58266,0.34477,0.8814,0.84472,0.83874,0.89313,0.7801,0.59405,0.61297,0.83824,0.0007327,0.0007327,0.0007327
56,6204.35,0.57235,0.34025,0.88132,0.83912,0.88606,0.88453,0.7943,0.52991,0.59421,0.84074,0.00072775,0.00072775,0.00072775
57,6315.41,0.56751,0.33568,0.87765,0.78856,0.8678,0.87606,0.7861,0.55132,0.67068,0.83579,0.0007228,0.0007228,0.0007228
58,6426.41,0.56412,0.33474,0.87257,0.84888,0.83561,0.89386,0.80526,0.55989,0.60608,0.83555,0.00071785,0.00071785,0.00071785
59,6537.44,0.5578,0.3332,0.87805,0.84688,0.85285,0.88411,0.79975,0.49068,0.58072,0.82411,0.0007129,0.0007129,0.0007129
60,6648.11,0.55417,0.33315,0.87323,0.78701,0.91872,0.89245,0.79674,0.53545,0.55616,0.83875,0.00070795,0.00070795,0.00070795
61,6758.83,0.55622,0.32987,0.87244,0.81612,0.87277,0.89202,0.80723,0.52974,0.57765,0.83135,0.000703,0.000703,0.000703
62,6869.82,0.56239,0.32978,0.87833,0.86855,0.85424,0.86464,0.77704,0.54631,0.64062,0.84139,0.00069805,0.00069805,0.00069805
63,6980.73,0.56023,0.32735,0.88036,0.81731,0.85574,0.87778,0.78985,0.51884,0.63798,0.8247,0.0006931,0.0006931,0.0006931
64,7091.57,0.55837,0.32442,0.87658,0.86051,0.85207,0.88461,0.77245,0.59901,0.6053,0.83995,0.00068815,0.00068815,0.00068815
65,7202.34,0.56018,0.32836,0.87563,0.84219,0.8561,0.90458,0.81093,0.50379,0.5794,0.8265,0.0006832,0.0006832,0.0006832
66,7313.19,0.54765,0.32432,0.87056,0.86243,0.85837,0.90089,0.79387,0.56055,0.58357,0.83472,0.00067825,0.00067825,0.00067825
67,7424.03,0.5473,0.31857,0.86881,0.8194,0.86986,0.8946,0.80412,0.52863,0.62239,0.83383,0.0006733,0.0006733,0.0006733
68,7534.89,0.55371,0.32926,0.87497,0.85029,0.8784,0.90134,0.79415,0.54619,0.59548,0.83284,0.00066835,0.00066835,0.00066835
69,7645.63,0.54019,0.31261,0.87336,0.8316,0.88397,0.86323,0.77268,0.5277,0.6212,0.83249,0.0006634,0.0006634,0.0006634
70,7756.06,0.53624,0.3108,0.8726,0.83024,0.85511,0.85699,0.76468,0.55246,0.6812,0.83471,0.00065845,0.00065845,0.00065845
71,7866.94,0.53738,0.31478,0.867,0.83296,0.86457,0.87618,0.7843,0.54714,0.66271,0.83598,0.0006535,0.0006535,0.0006535
72,7978.19,0.54142,0.31967,0.86915,0.84233,0.85127,0.87204,0.77864,0.53407,0.66226,0.83482,0.00064855,0.00064855,0.00064855
73,8089.24,0.53869,0.31504,0.87106,0.80726,0.89851,0.87472,0.78187,0.54332,0.60707,0.83379,0.0006436,0.0006436,0.0006436
74,8200.21,0.53833,0.31237,0.86978,0.85373,0.8381,0.86333,0.77882,0.51977,0.63848,0.83279,0.00063865,0.00063865,0.00063865
75,8311.08,0.51673,0.30439,0.8617,0.88602,0.83815,0.88576,0.79375,0.5212,0.59244,0.82828,0.0006337,0.0006337,0.0006337
76,8422.04,0.52737,0.30738,0.8668,0.85529,0.87365,0.88675,0.78798,0.52751,0.59736,0.83225,0.00062875,0.00062875,0.00062875
77,8532.77,0.5306,0.30792,0.86473,0.83441,0.87921,0.887,0.81078,0.48913,0.60012,0.82448,0.0006238,0.0006238,0.0006238
78,8643.72,0.51909,0.30305,0.86257,0.83002,0.84677,0.88443,0.79711,0.52585,0.65672,0.83202,0.00061885,0.00061885,0.00061885
79,8754.55,0.51524,0.30375,0.85876,0.79381,0.91504,0.88452,0.78114,0.56214,0.66704,0.83475,0.0006139,0.0006139,0.0006139
80,8865.47,0.5143,0.30208,0.8569,0.83245,0.88508,0.89435,0.79858,0.53742,0.6026,0.83615,0.00060895,0.00060895,0.00060895
81,8976.32,0.51544,0.30232,0.85789,0.8419,0.84141,0.89329,0.80747,0.51427,0.61837,0.82701,0.000604,0.000604,0.000604
82,9086.82,0.51008,0.30051,0.85772,0.78185,0.89812,0.89678,0.80562,0.53272,0.65718,0.82894,0.00059905,0.00059905,0.00059905
83,9197.63,0.51147,0.29801,0.86161,0.78521,0.9012,0.86715,0.77264,0.51575,0.60111,0.82824,0.0005941,0.0005941,0.0005941
84,9308.46,0.50294,0.29362,0.85296,0.79206,0.8766,0.89023,0.78707,0.55939,0.61283,0.84047,0.00058915,0.00058915,0.00058915
85,9419.49,0.50783,0.294,0.85721,0.80624,0.88841,0.87838,0.79281,0.51359,0.60559,0.83159,0.0005842,0.0005842,0.0005842
86,9530.54,0.49419,0.29345,0.85639,0.82042,0.88857,0.88821,0.80515,0.52283,0.62033,0.83242,0.00057925,0.00057925,0.00057925
87,9641.17,0.497,0.28872,0.85509,0.79941,0.88939,0.89041,0.80532,0.4986,0.61375,0.82502,0.0005743,0.0005743,0.0005743
88,9752.16,0.49721,0.28813,0.85348,0.85277,0.85322,0.88235,0.78515,0.53094,0.64372,0.8296,0.00056935,0.00056935,0.00056935
89,9862.77,0.49707,0.29258,0.8567,0.78051,0.92389,0.89175,0.78242,0.59737,0.61042,0.84779,0.0005644,0.0005644,0.0005644
90,9973.4,0.49393,0.28909,0.85223,0.82184,0.85969,0.89603,0.79661,0.55047,0.62223,0.83623,0.00055945,0.00055945,0.00055945
91,10084.2,0.49183,0.28473,0.85498,0.82225,0.86012,0.88748,0.78361,0.5701,0.63167,0.84207,0.0005545,0.0005545,0.0005545
92,10195.3,0.49357,0.28697,0.85362,0.7877,0.90372,0.88066,0.7835,0.56075,0.62576,0.84098,0.00054955,0.00054955,0.00054955
93,10306,0.49777,0.28941,0.85836,0.82656,0.83716,0.88678,0.79125,0.54636,0.65121,0.83749,0.0005446,0.0005446,0.0005446
94,10416.9,0.47836,0.28101,0.85157,0.79,0.87122,0.88136,0.78069,0.54785,0.66588,0.83491,0.00053965,0.00053965,0.00053965
95,10527.9,0.48902,0.2877,0.85438,0.79692,0.88526,0.88926,0.79347,0.55724,0.62878,0.83702,0.0005347,0.0005347,0.0005347
96,10638.7,0.48455,0.28004,0.85483,0.83402,0.84664,0.90278,0.80011,0.55665,0.59973,0.84107,0.00052975,0.00052975,0.00052975
97,10749.8,0.47996,0.28264,0.84843,0.80941,0.87475,0.89104,0.78833,0.53686,0.67076,0.82701,0.0005248,0.0005248,0.0005248
98,10860.4,0.48319,0.28266,0.85227,0.82845,0.87812,0.89848,0.78304,0.58661,0.62567,0.84478,0.00051985,0.00051985,0.00051985
99,10971.2,0.4727,0.27655,0.84915,0.83266,0.83093,0.89142,0.79861,0.53929,0.64661,0.83897,0.0005149,0.0005149,0.0005149
100,11082.2,0.46929,0.26969,0.84726,0.75544,0.9214,0.88343,0.7836,0.56466,0.68682,0.84047,0.00050995,0.00050995,0.00050995
101,11193.2,0.47926,0.27768,0.84764,0.79592,0.87848,0.8744,0.77034,0.57981,0.66461,0.84142,0.000505,0.000505,0.000505
102,11303.9,0.47323,0.27833,0.84613,0.82241,0.84532,0.87585,0.76662,0.6107,0.66519,0.84795,0.00050005,0.00050005,0.00050005
103,11414.5,0.46209,0.26981,0.84323,0.80812,0.86049,0.88414,0.788,0.57241,0.69469,0.83733,0.0004951,0.0004951,0.0004951
104,11525.3,0.47361,0.27378,0.84806,0.83227,0.8679,0.89692,0.80071,0.55081,0.65101,0.83535,0.00049015,0.00049015,0.00049015
105,11636.1,0.46254,0.27186,0.84775,0.77632,0.85999,0.87981,0.78836,0.53525,0.76203,0.83446,0.0004852,0.0004852,0.0004852
106,11746.8,0.45806,0.26585,0.84069,0.79408,0.86458,0.88167,0.78288,0.55201,0.74645,0.8361,0.00048025,0.00048025,0.00048025
107,11857.5,0.46141,0.26746,0.84405,0.81849,0.87379,0.87475,0.75698,0.62554,0.67389,0.85012,0.0004753,0.0004753,0.0004753
108,11968.1,0.45759,0.26818,0.84875,0.83766,0.86774,0.87615,0.77632,0.5349,0.66864,0.83166,0.00047035,0.00047035,0.00047035
109,12079,0.45958,0.26416,0.84121,0.79784,0.88162,0.84679,0.75559,0.52259,0.68106,0.82868,0.0004654,0.0004654,0.0004654
110,12189.9,0.45821,0.26692,0.84414,0.83905,0.86774,0.86376,0.7712,0.52274,0.66199,0.82847,0.00046045,0.00046045,0.00046045
